date,sessions,signups,trials_started,active_users,mrr,arr,cac,latency_ms,latency_sec,p99_latency_ms,cpu_util_pct,error_rate,success_rate,uptime_pct,churn_pct,support_tickets,nps
2024-02-21,3649.6680,46.7448,32.4946,1090.1471,49438.3454,593247.7494,207.4311,220.1157,0.2201,745.7419,56.6808,0.0275,0.9725,99.0469,2.0539,93.5018,42.2372
2024-02-22,3433.4264,46.1898,32.3763,1050.8418,48678.6550,584108.6187,201.7398,230.8137,0.2308,790.8985,58.0921,0.0291,0.9709,99.0015,2.2616,94.2370,43.5726
2024-02-23,3826.7304,59.2109,42.9933,1201.5059,49730.2051,596675.5792,196.5808,218.6636,0.2187,741.7850,54.6723,0.0275,0.9725,99.0659,2.1849,93.4546,40.4771
2024-02-24,3985.9523,58.6088,41.9766,1278.6886,51047.9193,612599.9539,206.1566,223.5104,0.2235,774.8843,55.3045,0.0283,0.9717,99.0125,2.0974,91.4080,39.9811
2024-02-25,4005.8014,62.7091,45.0876,1126.8259,50475.3892,605736.8524,204.7161,230.4722,0.2305,789.3749,56.7563,0.0295,0.9705,98.9378,2.1669,91.6204,46.8289
2024-02-26,4384.8258,59.5553,42.1477,1285.2842,50901.6415,610913.4961,210.9024,208.4179,0.2084,728.3970,51.5627,0.0274,0.9726,99.0027,2.2029,90.1435,37.0367
2024-02-27,4783.2134,70.8536,50.7215,1288.3160,52620.0010,631468.8606,208.7695,190.8284,0.1908,650.2991,50.4551,0.0227,0.9773,99.2485,2.1961,91.4524,45.3299
2024-02-28,4422.0911,57.6882,41.9194,1277.4621,50827.8213,609998.8398,210.5909,188.2291,0.1882,656.2526,50.4902,0.0218,0.9782,99.2441,2.2468,91.5800,39.6565
2024-02-01,4336.9125,56.2830,40.5688,1316.4982,51276.5526,615342.1483,210.9143,186.0340,0.1860,647.7218,49.3787,0.0224,0.9776,99.2363,2.2774,91.5560,43.8459
2024-02-02,4519.4343,66.8508,47.8737,1353.4772,52436.9709,629228.5465,217.4902,177.4002,0.1774,602.0870,46.1644,0.0216,0.9784,99.2373,2.3953,91.6830,38.0666
2024-02-03,4144.4880,50.3957,37.0373,1333.8421,50363.9434,604386.8988,208.9754,197.9225,0.1979,704.3288,51.6188,0.0263,0.9737,99.0752,2.2197,92.5814,43.3333
2024-02-04,4247.0013,55.2966,39.7811,1258.2310,50362.9693,604309.3633,215.9962,206.3463,0.2063,720.5753,51.9992,0.0263,0.9737,99.0766,2.1084,92.5473,42.8060
2024-03-05,4012.8735,52.7253,37.7867,1113.4211,49374.3714,592502.0178,210.1159,219.2928,0.2193,752.8930,58.5317,0.0289,0.9711,98.9704,2.1074,93.1987,35.6462
2024-03-06,4308.3554,61.3611,44.7422,1180.5227,51970.7396,623644.5036,205.4890,185.0933,0.1851,627.6404,45.7323,0.0223,0.9777,99.2135,2.3325,93.6294,39.9750
2024-03-07,3966.2084,58.7867,41.4674,1133.1280,50065.2591,600741.2823,208.2344,175.5805,0.1756,596.7248,44.9557,0.0209,0.9791,99.2477,2.4780,92.9942,43.7720
2024-03-08,4139.8748,56.6240,41.0386,1268.7293,51025.0563,612349.0262,203.1297,172.5790,0.1726,585.4460,43.4092,0.0198,0.9802,99.2998,2.6401,94.3110,44.8706
2024-03-09,4059.7018,57.8519,41.1005,1063.4091,53051.4906,636662.1410,211.4284,176.2991,0.1763,603.6213,43.4224,0.0205,0.9795,99.3070,2.4663,96.2222,42.7506
2024-03-10,3872.5896,58.5918,41.7943,1021.5457,51978.6722,623762.3351,206.4812,211.1845,0.2112,705.0961,55.9547,0.0267,0.9733,99.0648,2.0538,97.5436,40.2037
2024-03-11,4070.4017,62.5401,44.6885,1144.7749,52150.6669,625840.2968,202.9020,199.1335,0.1991,678.5157,53.2700,0.0257,0.9743,99.0866,2.0854,97.6765,41.7218
2024-03-12,3995.2651,60.2247,43.4227,1094.8034,52257.6877,627157.4719,205.1193,174.9383,0.1749,588.2794,43.6020,0.0213,0.9787,99.2909,2.4621,98.4811,38.0454
2024-03-13,3938.3674,62.6280,45.1424,1152.1834,53068.4924,636816.6551,204.3593,184.3345,0.1843,647.6691,50.4222,0.0231,0.9769,99.2182,2.3502,97.1883,38.9425
2024-03-14,3952.8559,55.5534,40.1454,1073.7980,52897.0875,634711.5167,206.2287,178.5653,0.1786,617.2005,47.4814,0.0222,0.9778,99.2239,2.4446,96.1863,42.5359
2024-03-15,4466.6732,65.7108,47.4119,1265.0027,53358.4607,640263.8397,200.7011,166.4239,0.1664,586.8468,44.2053,0.0204,0.9796,99.2505,2.7041,95.1141,41.8636
2024-03-16,4619.1201,75.8999,55.3369,1310.0872,53937.6093,647278.9836,203.2519,187.2657,0.1873,666.3506,51.1374,0.0239,0.9761,99.1892,2.2721,94.3982,43.9538
2024-03-17,4530.8718,71.8334,52.5514,1298.5001,54967.7985,659622.7548,202.7706,177.1285,0.1771,608.8620,44.4145,0.0209,0.9791,99.2964,2.4867,95.3807,42.4078
2024-03-18,4858.9969,77.5104,56.1546,1473.0433,55820.3876,669785.8513,195.6199,159.1657,0.1592,566.3915,44.7493,0.0183,0.9817,99.3486,2.8988,94.3747,43.5982
2024-03-19,5313.9337,82.4146,59.7093,1454.0575,57328.5756,687995.3506,203.7683,155.5541,0.1556,534.3202,39.5583,0.0181,0.9819,99.3943,2.9016,93.5908,41.5809
2024-03-20,5926.8816,97.5404,70.0412,1620.8012,59191.7255,710309.3276,194.7142,150.5733,0.1506,520.4642,41.4591,0.0177,0.9823,99.3644,3.1465,91.7598,43.6860
2024-03-21,5220.4290,89.7109,64.0468,1420.5004,58166.5866,698063.1137,192.6100,146.4641,0.1465,487.4303,33.8758,0.0156,0.9844,99.4492,3.2802,90.9085,49.1267
2024-03-22,5635.9175,96.1459,69.5143,1627.1972,58402.2681,700872.1346,185.6778,169.6093,0.1696,578.5842,45.7797,0.0200,0.9800,99.2901,2.5980,88.8888,38.9982
2024-03-23,5759.6331,100.7126,72.5283,1695.3808,59601.5028,715200.9936,189.2644,167.2379,0.1672,586.8211,42.7769,0.0185,0.9815,99.3552,2.7332,89.9318,42.3079
2024-03-24,5680.4538,100.9999,73.1406,1701.8846,59741.4359,716901.2384,180.7663,154.7496,0.1547,533.0718,38.8931,0.0171,0.9829,99.3996,2.9999,89.7172,40.5406
2024-03-25,5300.4682,92.6256,65.7879,1576.2983,58054.3780,696623.6688,190.5988,167.9291,0.1679,567.3402,41.8192,0.0193,0.9807,99.3525,2.6074,90.8016,43.3802
2024-03-26,5917.5972,102.9428,75.4378,1762.5983,60500.1501,725968.7630,196.6068,162.8422,0.1628,554.6774,39.4121,0.0171,0.9829,99.3947,2.8313,92.4087,43.2843
2024-03-27,5437.2327,93.8793,66.9638,1503.3774,58194.2722,698319.7490,197.1074,166.6289,0.1666,558.5670,44.6212,0.0187,0.9813,99.3553,2.7877,92.9435,39.5423
2024-03-28,6054.7554,97.5457,70.2482,1770.2892,58618.1207,703437.6052,193.5084,190.4710,0.1905,640.4154,49.7239,0.0234,0.9766,99.1813,2.1871,93.3170,42.3942
2024-03-01,6197.7573,109.2881,79.1744,1888.4340,60196.9898,722418.5002,196.6390,193.5091,0.1935,641.5042,48.5844,0.0236,0.9764,99.1783,2.2165,93.4491,42.5614
2024-03-02,5699.3050,93.8332,66.8754,1639.3257,57426.8069,689086.7205,197.8249,207.9579,0.2080,721.4042,50.1190,0.0261,0.9739,99.0698,2.1676,92.9099,41.6233
2024-03-03,5610.2662,93.8356,67.2869,1665.4779,58074.8736,696926.7084,195.2313,202.9625,0.2030,704.2372,49.2319,0.0249,0.9751,99.1283,2.1767,90.2856,42.8828
2024-03-04,5529.0039,85.3419,60.4480,1651.2524,57309.1113,687711.3528,193.5826,223.8158,0.2238,760.5938,55.2483,0.0280,0.9720,99.0485,2.1746,90.4775,46.0478
2024-03-05,5259.9420,93.1286,66.3452,1632.4291,57804.2026,693642.2254,203.7200,206.9591,0.2070,688.3921,48.1971,0.0262,0.9738,99.1000,2.1972,89.6161,43.7659
2024-03-06,5882.1437,97.4753,69.2247,1749.6583,58568.3068,702865.0108,194.2371,220.9035,0.2209,749.1333,52.7024,0.0272,0.9728,99.0237,1.9992,88.4016,41.2140
2024-04-07,6480.4603,111.9917,80.6838,1894.7196,62283.1468,747384.3096,186.4917,217.3453,0.2173,764.1986,54.9576,0.0269,0.9731,99.0514,2.1411,87.6818,42.6914
2024-04-08,6031.1296,101.4642,73.1977,1843.6062,60848.1042,730232.5873,196.8881,222.0153,0.2220,739.7458,54.4985,0.0279,0.9721,99.0024,2.0118,87.6257,47.8798
2024-04-09,5891.9457,98.9907,71.1154,1813.5808,58439.8191,701265.3586,207.4344,230.0137,0.2300,776.8960,55.8615,0.0285,0.9715,98.9876,2.0903,88.4264,40.1707
2024-04-10,6302.5542,99.6544,72.3730,2017.7084,60078.7195,720908.8419,199.5765,214.1186,0.2141,723.2532,51.1735,0.0258,0.9742,99.0844,2.0360,87.2141,45.3020
2024-04-11,6501.8415,115.9315,84.1543,1999.8278,61892.7689,742744.5047,199.8175,209.8865,0.2099,724.2154,52.5549,0.0248,0.9752,99.1069,2.1372,85.6825,40.0321
2024-04-12,6856.5983,117.7900,84.8042,2140.4757,61393.4039,736663.8812,192.2282,219.6528,0.2197,732.4250,54.3456,0.0262,0.9738,99.0921,2.0041,86.9416,37.2855
2024-04-13,6869.9103,112.1888,80.6660,2134.9427,62600.8351,751163.8748,185.8546,233.2485,0.2332,797.1725,59.6608,0.0294,0.9706,98.9895,2.1764,87.5750,39.9638
2024-04-14,6709.8316,117.3343,84.3444,2095.2399,62377.8688,748527.9776,199.7816,215.0324,0.2150,722.1226,51.9003,0.0257,0.9743,99.1027,2.0099,88.4999,42.9986
2024-04-15,6779.6396,126.8357,91.0974,2280.6442,63430.6590,761168.9919,201.4254,211.5928,0.2116,716.0591,48.2178,0.0244,0.9756,99.1386,2.2228,88.1471,41.2993
2024-04-16,6648.5209,121.1586,87.8777,1965.0623,64059.2993,768701.9402,180.2473,214.0203,0.2140,713.9405,49.7206,0.0255,0.9745,99.1116,2.0690,86.4604,39.9289
2024-04-17,6209.1082,116.4486,83.9595,2027.1387,62974.7049,755619.0940,173.9528,211.9198,0.2119,727.8423,48.1398,0.0248,0.9752,99.1155,2.1025,88.0135,39.6838
2024-04-18,6699.1195,125.0976,89.9059,2100.8001,63512.3712,762096.4694,184.8761,230.7416,0.2307,779.5267,53.2323,0.0275,0.9725,99.0595,2.0811,89.4706,39.1565
2024-04-19,6996.5950,134.1920,96.5056,2252.5463,64660.5538,775948.0775,174.0728,244.9819,0.2450,826.7508,56.2552,0.0297,0.9703,99.0072,2.2654,88.7280,38.8565
2024-04-20,6771.0108,132.7339,95.8371,2089.5937,64512.1250,774168.0464,173.8255,253.3906,0.2534,875.7270,58.4037,0.0321,0.9679,98.8221,2.5111,89.1960,40.1973
2024-04-21,6538.6136,127.7188,91.7606,2129.2337,64518.6098,774184.3398,178.6292,254.0616,0.2541,868.9656,59.3024,0.0302,0.9698,98.9521,2.4597,90.4749,34.6401
2024-04-22,6434.7090,121.4919,87.6289,2040.2524,62032.4472,744401.1156,169.2561,245.7624,0.2458,865.0785,59.8623,0.0297,0.9703,98.9626,2.2416,93.4188,43.2471
2024-04-23,6275.3060,116.5390,83.8902,2079.1031,62862.7621,754362.5114,175.5632,255.5631,0.2556,874.9836,62.4645,0.0329,0.9671,98.8535,2.4429,94.8373,42.8288
2024-04-24,6805.3369,128.9053,93.4798,2296.4372,63417.1788,761047.7407,178.4052,245.7494,0.2457,837.5524,56.2421,0.0306,0.9694,98.9242,2.3010,95.4829,42.2697
2024-04-25,6750.6468,128.8815,93.3664,2123.1584,63725.8395,764682.1609,171.3893,235.7797,0.2358,804.1560,56.1794,0.0283,0.9717,98.9785,2.2970,95.2121,44.6574
2024-04-26,6147.8067,115.4829,82.4492,1917.4370,62184.9086,746278.0859,174.3517,231.8048,0.2318,822.3779,56.1938,0.0282,0.9718,99.0131,2.1519,94.6576,40.2200
2024-04-27,6680.2204,128.5365,92.4674,2253.2498,63753.3766,765029.7215,172.7088,222.0783,0.2221,771.1489,53.1577,0.0263,0.9737,99.0727,2.1342,94.5769,41.9457
2024-04-28,6567.3685,125.5021,90.7127,2269.3967,64114.3676,769431.0796,175.4995,222.2739,0.2223,753.3303,52.5579,0.0258,0.9742,99.0938,2.1715,93.7795,34.2991
2024-04-01,7645.9787,144.6712,103.9423,2486.2074,66877.9332,802573.2762,173.3233,225.7332,0.2257,772.3785,50.0281,0.0269,0.9731,99.0596,2.2640,94.5327,42.5191
2024-04-02,7551.2101,139.7859,101.0459,2330.4014,66005.2153,792023.7093,165.6933,219.5675,0.2196,741.3224,52.2351,0.0250,0.9750,99.1168,2.1410,94.7002,40.7827
2024-04-03,7533.0637,138.6192,99.9718,2355.9572,66103.4672,793230.5955,172.9088,221.5639,0.2216,762.3638,49.5377,0.0251,0.9749,99.1668,2.0430,94.4217,43.7429
2024-04-04,7073.4996,129.9161,93.8326,2367.1121,65039.4390,780485.9885,172.0867,208.5431,0.2085,704.0155,47.5041,0.0228,0.9772,99.1776,2.0538,93.2198,44.4556
2024-04-05,7320.3772,136.1753,98.0160,2491.6268,65681.7060,788222.2493,170.7359,228.8161,0.2288,772.2767,53.4526,0.0268,0.9732,99.0552,2.2401,93.3589,41.4338
2024-04-06,8164.4964,156.6387,112.9306,2636.6041,68137.8559,817600.5609,170.2405,206.5173,0.2065,708.5349,50.0093,0.0223,0.9777,99.1958,2.1454,92.9665,38.2299
2024-04-07,7805.7879,147.2640,106.2892,2448.4046,68922.5333,827051.8987,180.3961,215.7381,0.2157,750.9011,49.4583,0.0254,0.9746,99.1091,1.9848,93.4401,42.9443
2024-04-08,7438.3011,144.6211,103.4033,2484.9108,67794.7562,813563.2146,177.4168,221.6577,0.2217,764.9927,50.8901,0.0247,0.9753,99.1685,2.0765,92.3224,44.4408
2024-05-09,7887.8829,144.3742,103.4989,2467.3872,67780.0005,813380.4218,183.9019,240.1562,0.2402,826.5945,55.1880,0.0281,0.9719,99.0146,2.2112,93.1415,44.6349
2024-05-10,7657.4551,136.6994,97.9228,2433.6513,65689.0564,788228.2301,193.8197,231.4234,0.2314,788.3778,52.9965,0.0270,0.9730,99.0402,2.1356,93.0170,40.4006
2024-05-11,7399.3462,136.6141,99.1927,2352.5935,65385.8319,784595.6248,192.1188,212.5751,0.2126,694.6213,50.7332,0.0245,0.9755,99.1156,2.1406,95.3175,39.2264
2024-05-12,7523.2792,136.8782,98.7026,2385.6894,65883.8015,790624.0701,184.9000,197.0594,0.1971,668.9935,44.5191,0.0208,0.9792,99.2816,2.2254,94.4234,41.1391
2024-05-13,7494.6427,141.3783,101.9772,2444.0025,65532.4618,786350.1498,182.2595,184.3888,0.1844,625.3975,42.9135,0.0192,0.9808,99.3149,2.4185,96.7920,38.8705
2024-05-14,7883.9970,134.0613,96.6108,2466.6412,65827.7350,789943.4297,199.7380,202.0911,0.2021,694.5500,47.7062,0.0239,0.9761,99.1758,2.0330,100.2820,35.5839
2024-05-15,7716.3598,136.8123,98.2508,2477.1024,65112.8579,781392.1048,198.8519,212.4262,0.2124,744.4192,47.3585,0.0262,0.9738,99.0702,2.1201,100.2817,42.9977
2024-05-16,7865.3192,141.4543,101.4813,2574.3892,66264.2420,795172.8796,198.7137,220.9259,0.2209,761.2946,48.3876,0.0265,0.9735,99.0622,2.0930,102.7616,43.2115
2024-05-17,8061.0168,135.5365,98.0060,2628.4111,65284.6933,783310.9312,206.0552,234.0778,0.2341,775.7717,49.1274,0.0288,0.9712,98.9903,2.1138,104.1705,43.8500
2024-05-18,8130.2860,139.0550,99.9371,2658.6124,66830.8163,802017.8600,201.7909,220.3915,0.2204,750.5614,53.0168,0.0255,0.9745,99.0753,2.1543,102.7789,39.3924
2024-05-19,7335.0116,123.3765,89.6110,2299.4749,63921.5506,767105.7710,201.9543,212.6594,0.2127,721.1322,51.3544,0.0253,0.9747,99.1397,2.0228,102.1746,41.7949
2024-05-20,6814.3710,117.3035,84.5568,2048.8451,62814.6891,753834.0399,200.7196,212.9130,0.2129,733.5264,49.5263,0.0253,0.9747,99.0931,2.0188,103.4567,38.3316
2024-05-21,7073.0754,126.8402,91.3720,2237.3562,64344.8306,772173.5187,199.2061,207.4904,0.2075,705.6442,50.0042,0.0244,0.9756,99.1482,2.2136,103.9011,37.5429
2024-05-22,6887.1757,112.6514,81.0031,2174.0873,63274.6969,759230.7024,196.7031,218.9974,0.2190,722.3786,51.4523,0.0261,0.9739,99.0951,2.1261,105.0286,43.2824
2024-05-23,7006.3642,123.0304,88.5476,2206.7210,64121.9220,769520.8116,204.2047,230.0693,0.2301,772.1803,55.0619,0.0289,0.9711,99.0354,2.1958,105.6280,36.5241
2024-05-24,6961.0781,125.9046,90.6703,2143.1728,64209.3002,770526.6886,202.7357,246.4161,0.2464,834.8037,57.7623,0.0314,0.9686,98.9102,2.3988,107.4633,40.8825
2024-05-25,7743.7148,128.3005,93.1280,2429.1148,65030.8193,780408.6042,210.1891,233.3526,0.2334,769.4874,56.9063,0.0306,0.9694,98.9466,2.0948,107.2709,48.8290
2024-05-26,7679.8509,138.8492,101.1237,2310.3835,67637.1307,811640.6236,200.0749,227.1553,0.2272,771.6626,54.1226,0.0286,0.9714,98.9899,2.2112,106.1037,45.4767
2024-05-27,8144.9200,144.5109,103.4823,2559.1067,67879.3399,814543.7408,198.7851,219.7098,0.2197,744.3708,56.1296,0.0276,0.9724,99.0297,2.1091,105.4015,43.8828
2024-05-28,8096.0966,141.1196,101.7344,2594.0948,67864.1979,814362.3444,205.5152,206.7670,0.2068,716.7708,52.7297,0.0255,0.9745,99.1072,2.1524,105.4619,43.6851
2024-05-01,7932.7897,141.8704,102.4981,2435.6610,67387.8705,808719.3909,198.3903,221.3781,0.2214,752.0489,52.9978,0.0284,0.9716,99.0267,2.1550,104.4754,41.3090
2024-05-02,7430.4377,132.5672,95.0068,2267.0337,66980.5483,803778.8789,192.5447,227.0057,0.2270,765.0316,61.7380,0.0296,0.9704,98.9452,2.1668,104.5314,40.1584
2024-05-03,7638.6314,135.4844,97.2403,2359.4831,67198.0453,806369.8388,192.2849,221.3089,0.2213,751.6736,61.6078,0.0288,0.9712,99.0011,2.0837,104.3707,47.8498
